label,atlas,x,y,z
Left_31pv,glasser_cortex,-10.321689259645463,-46.19760166840459,32.544838373305524
Left_5m,glasser_cortex,-6.304830287206267,-40.6233681462141,63.17167101827676
Left_5mv,glasser_cortex,-13.831626120358514,-36.20422535211268,50.26440460947503
Left_23c,glasser_cortex,-11.611275964391691,-30.712166172106826,43.231454005934715
Left_5L,glasser_cortex,-14.491981672394044,-46.12256586483391,72.67640320733105
Left_24dd,glasser_cortex,-6.816024211532335,-16.351226505256452,51.052723797387706
Left_24dv,glasser_cortex,-9.098705501618124,-2.1666666666666665,45.71440129449838
Left_7AL,glasser_cortex,-20.949507389162562,-51.33702791461412,68.08866995073892
Left_SCEF,glasser_cortex,-6.327898550724638,3.8819875776397517,58.83048654244306
Left_6ma,glasser_cortex,-18.63142857142857,3.7253416149068324,68.8376397515528
Left_7Am,glasser_cortex,-8.1539780521262,-58.480109739369,63.28600823045267
Left_7PL,glasser_cortex,-13.930395913154534,-72.28991060025542,57.952107279693486
Left_7PC,glasser_cortex,-36.61133400200602,-48.16599799398195,63.481277164827816
Left_LIPv,glasser_cortex,-30.232737208147043,-58.32314952806756,56.32861400894188
Left_VIP,glasser_cortex,-23.231380337636544,-64.0953326713009,64.32869910625621
Left_MIP,glasser_cortex,-22.40450643776824,-65.8283261802575,47.753755364806864
Left_1,glasser_cortex,-45.442460949952185,-25.99792795664648,58.16114121772394
Left_2,glasser_cortex,-37.206984071416066,-33.8357255382461,54.06432697356905
Left_3a,glasser_cortex,-34.693535672053606,-20.507883326763896,43.705360662199446
Left_6d,glasser_cortex,-34.55216501875213,-13.330889873849301,67.20848960109103
Left_6mp,glasser_cortex,-12.401531728665208,-14.336858740578654,71.35679552637977
Left_6v,glasser_cortex,-59.2302752293578,4.103669724770643,33.0308868501529
Left_p24pr,glasser_cortex,-4.051826994780015,-3.737136465324385,40.439597315436245
Left_33pr,glasser_cortex,-2.5805860805860807,10.076312576312576,29.13736263736264
Left_a24pr,glasser_cortex,-5.383471074380165,17.223140495867767,32.006611570247934
Left_p32pr,glasser_cortex,-8.203436807095343,13.951219512195122,40.12749445676275
Left_a24,glasser_cortex,-6.189673622257892,42.14205457463884,-2.9355270197966825
Left_d32,glasser_cortex,-8.305297397769516,40.54879182156134,26.106877323420075
Left_8BM,glasser_cortex,-5.602283105022831,31.122222222222224,45.538660578386605
Left_p32,glasser_cortex,-11.313929313929314,50.44282744282744,-0.49272349272349275
Left_10r,glasser_cortex,-7.425061425061425,52.58722358722359,-7.772113022113022
Left_47m,glasser_cortex,-36.48133333333333,32.849333333333334,-13.984
Left_8Av,glasser_cortex,-38.55353408615642,17.187578419071517,52.43391886240067
Left_8Ad,glasser_cortex,-23.976275968196973,26.30815593741985,44.10271864580662
Left_9m,glasser_cortex,-6.531573586827363,53.45909013749788,25.981582074350705
Left_8BL,glasser_cortex,-12.124528301886793,35.770440251572325,54.65880503144654
Left_9p,glasser_cortex,-19.79275715155204,45.49573950091296,40.11046865489958
Left_10d,glasser_cortex,-11.37430225346289,65.67345462063263,10.716456481290056
Left_8C,glasser_cortex,-42.71987837324211,13.580577727099962,38.290573926263775
Left_44,glasser_cortex,-53.704150783566284,15.928208386277001,13.231893265565438
Left_45,glasser_cortex,-50.38812845485654,26.252566464859175,3.115425111871545
Left_47l,glasser_cortex,-46.379772542648254,30.37408610885459,-9.748578391551584
Left_a47r,glasser_cortex,-41.07718458826492,48.36628053387056,-10.813019390581717
Left_6r,glasser_cortex,-52.74597855227882,7.377345844504021,18.452077747989275
Left_IFJa,glasser_cortex,-41.76354679802956,12.57820197044335,26.29371921182266
Left_IFJp,glasser_cortex,-40.94758064516129,3.3056451612903226,30.191935483870967
Left_IFSp,glasser_cortex,-49.77058823529412,22.41830065359477,22.64967320261438
Left_IFSa,glasser_cortex,-47.59341669731519,33.74567855829349,11.728392791467451
Left_p9-46v,glasser_cortex,-46.200625558534405,28.983169496574323,28.364462317545428
Left_46,glasser_cortex,-38.328626897282035,38.02029650547123,31.647370278856336
Left_a9-46v,glasser_cortex,-39.52326885337819,51.68671152228764,9.607653490328007
Left_9-46d,glasser_cortex,-29.92212716313436,46.43855726229827,23.369336962862143
Left_9a,glasser_cortex,-20.714250124564025,56.15944195316393,26.885650224215247
Left_10v,glasser_cortex,-4.9125,53.854787234042554,-16.70132978723404
Left_a10p,glasser_cortex,-27.768576979116077,58.91864983001457,-4.2343370568237
Left_10pp,glasser_cortex,-14.645395044413277,62.21669004207573,-13.935250116877045
Left_11l,glasser_cortex,-26.619602272727274,48.17215909090909,-14.217045454545454
Left_13l,glasser_cortex,-23.427486187845304,29.929558011049725,-18.91367403314917
Left_OFC,glasser_cortex,-10.706450036647935,32.51075006107989,-23.616296115318836
Left_47s,glasser_cortex,-33.7723044397463,22.307610993657505,-18.75412262156448
Left_LIPd,glasser_cortex,-29.136453201970443,-54.90098522167488,44.10985221674877
Left_6a,glasser_cortex,-25.26042328042328,-3.3893121693121695,55.98846560846561
Left_i6-8,glasser_cortex,-31.73711943793911,5.945550351288056,59.38875878220141
Left_s6-8,glasser_cortex,-22.723834988540872,22.308250572956457,58.111917494270436
Left_43,glasser_cortex,-57.4112426035503,-0.011505588428665352,9.719592373438527
Left_OP4,glasser_cortex,-60.14689655172414,-12.982758620689655,15.995632183908047
Left_OP1,glasser_cortex,-48.21098901098901,-21.614835164835164,19.80934065934066
Left_OP2-3,glasser_cortex,-40.56446140797286,-15.983460559796438,19.459287531806616
Left_52,glasser_cortex,-38.846727898966705,-19.84902411021814,-0.33237657864523534
Left_RI,glasser_cortex,-39.81486880466473,-34.020116618075804,20.349562682215744
Left_PFcm,glasser_cortex,-51.81772377000593,-31.96058091286307,21.84617664493183
Left_PoI2,glasser_cortex,-39.44962613144431,-1.3953168044077136,-0.40082644628099173
Left_TA2,glasser_cortex,-50.573272273105744,1.0287260616153207,-5.425895087427144
Left_FOP4,glasser_cortex,-40.8459793814433,12.850103092783506,6.354020618556701
Left_MI,glasser_cortex,-35.74004085801839,11.92288049029622,2.475485188968335
Left_Pir,glasser_cortex,-30.398630136986302,6.568493150684931,-17.41780821917808
Left_AVI,glasser_cortex,-30.170462156731414,25.458472873409242,-2.1557267247153384
Left_AAIC,glasser_cortex,-32.70313790255987,14.79810074318745,-11.016102394715112
Left_FOP1,glasser_cortex,-50.07251908396947,2.1297709923664123,4.782442748091603
Left_FOP3,glasser_cortex,-35.693939393939395,2.803030303030303,13.255151515151516
Left_FOP2,glasser_cortex,-42.74281984334203,-3.936031331592689,14.891644908616188
Left_PFt,glasser_cortex,-54.1565579984837,-26.88476118271418,39.02122820318423
Left_AIP,glasser_cortex,-38.33790156203949,-40.5972590627763,44.418066607721784
Left_EC,glasser_cortex,-22.123916811091853,-11.334488734835356,-30.021230502599654
Left_PreS,glasser_cortex,-16.41915422885572,-32.24689054726368,-12.485696517412935
Left_H,glasser_cortex,-26.99556580347641,-23.407059240865554,-16.04380986165307
Left_ProS,glasser_cortex,-21.85634167385677,-55.93572044866264,5.1850733390854185
Left_PeEc,glasser_cortex,-32.05877616747182,-9.316425120772946,-33.357890499194845
Left_STGa,glasser_cortex,-51.767080745341616,12.607023411371237,-14.645723841376014
Left_PBelt,glasser_cortex,-53.57064017660044,-25.467991169977925,9.376379690949227
Left_A5,glasser_cortex,-63.60617958347559,-14.51194947080915,-0.8270740867190167
Left_PHA1,glasser_cortex,-23.208185053380785,-36.35053380782918,-14.7141162514828
Left_PHA3,glasser_cortex,-31.229599227426363,-38.47778850796717,-16.370111057460164
Left_STSda,glasser_cortex,-55.29901477832512,-5.779310344827586,-9.54088669950739
Left_STSdp,glasser_cortex,-53.419408679065334,-31.181449690033382,1.3769670958512161
Left_STSvp,glasser_cortex,-55.271867190289186,-33.656015708675476,-3.4689396644055694
Left_TGd,glasser_cortex,-41.04165137614679,11.42348623853211,-33.18981651376147
Left_TE1a,glasser_cortex,-60.899732322105734,-6.789538255632389,-20.48215480704885
Left_TE1p,glasser_cortex,-61.6980020873714,-45.384896376919635,-10.597510064112122
Left_TE2a,glasser_cortex,-56.860623781676416,-23.01196172248804,-27.484582668793195
Left_TF,glasser_cortex,-43.18668239330903,-23.876152691400385,-27.294767317177783
Left_TE2p,glasser_cortex,-47.90455284552846,-43.66357723577236,-18.7930081300813
Left_PHT,glasser_cortex,-58.9438270113554,-59.274100024160425,0.7237255375694612
Left_PH,glasser_cortex,-46.047131665403086,-64.84698003538034,-7.669825625473844
Left_TPOJ1,glasser_cortex,-53.83040078201368,-45.28445747800586,9.79960899315738
Left_TPOJ2,glasser_cortex,-52.988597972972975,-61.270270270270274,12.899493243243244
Left_TPOJ3,glasser_cortex,-42.988352745424294,-71.20299500831946,19.168885191347755
Left_DVT,glasser_cortex,-18.77845659163987,-72.64019292604502,34.52379421221865
Left_PGp,glasser_cortex,-38.015080297688996,-83.87877007442225,25.377399138268704
Left_IP2,glasser_cortex,-38.92543021032505,-50.45793499043977,42.478967495219884
Left_IP1,glasser_cortex,-30.71212121212121,-69.28522062732588,41.56592238171186
Left_IP0,glasser_cortex,-30.579005120702266,-76.8145574250183,27.44659839063643
Left_PFop,glasser_cortex,-62.94261620732209,-22.786301933360757,26.646441793500617
Left_PF,glasser_cortex,-59.087040172387255,-38.09473603201478,38.562182545790364
Left_PFm,glasser_cortex,-49.99626192317608,-56.99561742717195,44.07257025006445
Left_PGi,glasser_cortex,-46.47570281124498,-60.13493975903614,25.243775100401606
Left_PGs,glasser_cortex,-41.096053772766695,-74.28187337380746,39.00932350390286
Left_V6A,glasser_cortex,-21.381379310344826,-85.51517241379311,42.938620689655174
Left_VMV1,glasser_cortex,-19.483594864479315,-54.962196861626246,-6.121255349500713
Left_VMV3,glasser_cortex,-27.796498905908095,-62.36980306345733,-10.87417943107221
Left_PHA2,glasser_cortex,-31.371951219512194,-36.80792682926829,-11.144817073170731
Left_V4t,glasser_cortex,-48.05698005698006,-78.64672364672364,1.3518518518518519
Left_FST,glasser_cortex,-47.65473251028806,-67.79218106995884,2.6489711934156377
Left_V3CD,glasser_cortex,-35.96455223880597,-87.58022388059702,12.994402985074627
Left_LO3,glasser_cortex,-46.09011328527291,-79.72966014418125,12.988156539649845
Left_VMV2,glasser_cortex,-27.806497175141242,-55.402542372881356,-5.415254237288136
Left_31pd,glasser_cortex,-9.526477832512315,-52.5326354679803,36.383620689655174
Left_31a,glasser_cortex,-4.744233378561737,-37.77476255088195,43.3270013568521
Left_VVC,glasser_cortex,-31.249898000815993,-52.717870257037944,-16.83986128110975
Left_25,glasser_cortex,-5.001298701298701,24.886147186147188,-13.183116883116883
Left_s32,glasser_cortex,-8.120567375886525,36.180851063829785,-13.648936170212766
Left_pOFC,glasser_cortex,-13.860087960417811,14.155305112699285,-20.074491478834524
Left_PoI1,glasser_cortex,-38.11915492957746,-10.289859154929577,-3.37887323943662
Left_Ig,glasser_cortex,-35.6371640407785,-14.472196478220575,14.75949953660797
Left_FOP5,glasser_cortex,-35.53305785123967,27.318870523415978,5.5041322314049586
Left_p10p,glasser_cortex,-24.652419061476902,61.49854492542743,5.6240451073117494
Left_p47r,glasser_cortex,-45.25029539188657,43.46022055927531,1.3349743993698306
Left_TGv,glasser_cortex,-40.24129098360656,-1.7963627049180328,-43.87832991803279
Left_MBelt,glasser_cortex,-44.9542349726776,-16.192622950819672,4.104508196721311
Left_LBelt,glasser_cortex,-44.906917599186166,-26.88351983723296,8.980162767039674
Left_A4,glasser_cortex,-63.54819277108434,-22.11160431198478,9.57863031071655
Left_STSva,glasser_cortex,-51.73592342342342,-9.351914414414415,-15.189752252252251
Left_TE1m,glasser_cortex,-64.48448610213316,-26.248222365869424,-14.24983839689722
Left_PI,glasser_cortex,-44.10493827160494,-2.457818930041152,-14.006172839506172
Left_a32pr,glasser_cortex,-9.15,29.518666666666668,29.044
Left_p24,glasser_cortex,-5.296316964285714,37.24330357142857,15.983258928571429
Right_V1,glasser_cortex,12.419319256224393,-81.35225338796091,4.692688307595335
Right_MST,glasser_cortex,43.290849673202615,-64.4359477124183,4.643790849673203
Right_V6,glasser_cortex,18.019175729822553,-76.39696622781912,31.74098454493417
Right_V2,glasser_cortex,12.768975166142008,-78.94657222805176,6.752885624344176
Right_V3,glasser_cortex,20.115605552896124,-85.85280038295835,8.784226902824319
Right_V4,glasser_cortex,30.249338220321725,-83.75778863775199,-0.3535939727143148
Right_V8,glasser_cortex,30.432992980216977,-72.85737077217614,-12.348117421825144
Right_4,glasser_cortex,28.192404796970333,-17.3396802019777,57.86671575846834
Right_3b,glasser_cortex,37.40374753451677,-20.60611439842209,53.606311637080864
Right_FEF,glasser_cortex,44.33385579937304,-1.2486938349007315,52.122779519331246
Right_PEF,glasser_cortex,46.64243542435425,3.5966789667896677,36.92435424354244
Right_55b,glasser_cortex,49.869969040247675,2.684984520123839,47.51160990712074
Right_V3A,glasser_cortex,18.816824727783633,-87.6822971548999,32.31594661046716
Right_RSC,glasser_cortex,6.265202702702703,-36.291807432432435,21.67652027027027
Right_POS2,glasser_cortex,13.071063632141199,-69.78588016720855,40.16395726892708
Right_V7,glasser_cortex,28.904411764705884,-82.00105042016807,34.246848739495796
Right_IPS1,glasser_cortex,27.410884786760025,-70.61521323997454,39.928389560789306
Right_FFC,glasser_cortex,40.822198842714364,-53.84087322461862,-18.977117306680693
Right_V3B,glasser_cortex,30.035796766743648,-75.58545034642032,22.11431870669746
Right_LO1,glasser_cortex,38.41242937853107,-79.95197740112994,4.504237288135593
Right_LO2,glasser_cortex,44.925950196592396,-83.96920052424639,-0.700524246395806
Right_PIT,glasser_cortex,42.30495519240907,-80.52266736953084,-12.095677385345281
Right_MT,glasser_cortex,50.39387755102041,-69.89081632653061,8.239795918367347
Right_A1,glasser_cortex,43.37608069164265,-20.037463976945244,11.097982708933717
Right_PSL,glasser_cortex,63.968187274909965,-35.556822729091635,25.944577831132452
Right_SFL,glasser_cortex,8.841562120598947,14.053622015378389,66.50647511129098
Right_PCV,glasser_cortex,6.691218711530571,-52.32396389002872,52.651826015592945
Right_STV,glasser_cortex,60.30734323432343,-42.30940594059406,19.002887788778878
Right_7Pm,glasser_cortex,7.208702064896755,-66.94837758112094,54.99557522123894
Right_7m,glasser_cortex,5.257078986587183,-62.57377049180328,37.46758569299553
Right_POS1,glasser_cortex,14.275037369207773,-56.097907324364726,18.079596412556054
Right_23d,glasser_cortex,4.28719275549806,-22.426908150064683,39.4391979301423
Right_v23ab,glasser_cortex,5.168944570994685,-54.61845102505695,20.221336370539102
Right_d23ab,glasser_cortex,4.716024340770791,-41.15111561866126,32.82048681541582
Right_31pv,glasser_cortex,11.232937685459941,-43.475272007912956,34.35459940652819
Right_5m,glasser_cortex,6.530701754385965,-38.53898635477583,65.97709551656921
Right_5mv,glasser_cortex,13.543478260869565,-38.611223458038424,54.28361981799798
Right_23c,glasser_cortex,11.941388638412985,-32.36654643823264,44.54869251577998
Right_5L,glasser_cortex,14.585836909871245,-44.983369098712444,74.74624463519314
Right_24dd,glasser_cortex,7.655871670702179,-16.840496368038743,52.5998789346247
Right_24dv,glasser_cortex,10.236696613683483,-3.8780234968901173,46.61333794056669
Right_7AL,glasser_cortex,22.75925925925926,-50.06666666666667,68.75138888888888
Right_SCEF,glasser_cortex,7.370937204165352,2.8830861470495424,59.61391606184917
Right_6ma,glasser_cortex,19.53063399041023,3.2706446457112412,68.09403303143314
Right_7Am,glasser_cortex,10.755685986793837,-58.23991195891416,64.92149669845928
Right_7PL,glasser_cortex,16.310883140053523,-70.30909901873328,60.144067796610166
Right_7PC,glasser_cortex,35.78078524687686,-46.91671624033314,63.24836406900654
Right_LIPv,glasser_cortex,28.305184603299292,-55.167714061272584,54.4057344854674
Right_VIP,glasser_cortex,23.64658273381295,-61.42176258992806,64.95863309352518
Right_MIP,glasser_cortex,25.871896722939425,-65.9875868917577,50.75620655412115
Right_1,glasser_cortex,46.77092586265801,-21.599077553809362,56.85838742740007
Right_2,glasser_cortex,37.37734988136521,-30.357820770213543,53.26218288008761
Right_3a,glasser_cortex,32.221386800334166,-19.936507936507937,47.554302422723474
Right_6d,glasser_cortex,37.25879593432369,-11.146207974980454,64.90852228303362
Right_6mp,glasser_cortex,17.34922822491731,-11.659316427783903,69.04630650496141
Right_6v,glasser_cortex,59.61568409343715,6.7817945865776785,30.962365591397848
Right_p24pr,glasser_cortex,5.2199046483909415,-3.9129916567342073,40.80214541120382
Right_33pr,glasser_cortex,4.3528301886792455,11.625471698113207,28.433962264150942
Right_a24pr,glasser_cortex,5.20962962962963,17.76814814814815,33.611111111111114
Right_p32pr,glasser_cortex,10.832210242587601,12.404312668463612,40.91711590296496
Right_a24,glasser_cortex,6.500567536889898,39.70090805902384,-1.4040862656072646
Right_d32,glasser_cortex,8.92952460383653,38.26563803169308,28.000834028356966
Right_8BM,glasser_cortex,6.374470734744707,27.634246575342466,48.09028642590287
Right_p32,glasser_cortex,9.856013745704468,48.987972508591064,-1.868384879725086
Right_10r,glasser_cortex,7.406767955801105,51.27900552486188,-9.136049723756907
Right_47m,glasser_cortex,33.83301064859632,33.7458857696031,-15.291868344627298
Right_8Av,glasser_cortex,40.72044534412955,18.899797570850204,49.02469635627531
Right_8Ad,glasser_cortex,24.706130483689538,27.60798650168729,45.48622047244095
Right_9m,glasser_cortex,7.472931058790357,54.21380234033554,22.777879599605246
Right_8BL,glasser_cortex,13.59657986785853,38.27322191993782,52.211037699183834
Right_9p,glasser_cortex,20.381629785739374,48.777133825079034,36.02722163681068
Right_10d,glasser_cortex,10.315956221198157,66.96774193548387,6.203629032258065
Right_8C,glasser_cortex,40.18734212742071,16.455094021891664,35.73659837215829
Right_44,glasser_cortex,53.40867418899859,19.812059238363894,10.717559943582511
Right_45,glasser_cortex,50.71607142857143,27.503125,2.840625
Right_47l,glasser_cortex,46.232587064676615,33.4212271973466,-12.89759535655058
Right_a47r,glasser_cortex,39.132702464788736,52.484595070422536,-7.60981514084507
Right_6r,glasser_cortex,52.537450199203185,10.285657370517928,14.644754316069058
Right_IFJa,glasser_cortex,45.27460050462574,17.35197645079899,25.55550883095038
Right_IFJp,glasser_cortex,38.66884816753927,8.113874345549739,27.530104712041886
Right_IFSp,glasser_cortex,49.447765890497166,28.579295154185022,19.561674008810574
Right_IFSa,glasser_cortex,49.11199469847581,37.871438038436054,6.058979456593771
Right_p9-46v,glasser_cortex,46.47832185666922,31.721117061973985,28.301071155317523
Right_46,glasser_cortex,37.30549802297119,39.10139333458859,30.852664281679534
Right_a9-46v,glasser_cortex,40.46530084902178,51.82890365448505,10.25968992248062
Right_9-46d,glasser_cortex,29.946977922547955,49.31632283749548,23.504705030763663
Right_9a,glasser_cortex,19.468005223636958,61.393894874306234,21.99624551093699
Right_10v,glasser_cortex,4.66101131071191,53.99301397205589,-15.903193612774452
Right_a10p,glasser_cortex,26.057628979143796,61.538968166849614,-7.5801317233809
Right_10pp,glasser_cortex,14.005438477226377,62.40244731475187,-15.33718558803535
Right_11l,glasser_cortex,26.068181818181817,48.03733766233766,-15.205898268398268
Right_13l,glasser_cortex,22.04249404289118,29.76767275615568,-17.5285941223193
Right_OFC,glasser_cortex,9.445642978003384,34.60532994923858,-23.70939086294416
Right_47s,glasser_cortex,31.9119341563786,23.494238683127573,-18.840740740740742
Right_LIPd,glasser_cortex,29.596828046744573,-51.91402337228715,43.55175292153589
Right_6a,glasser_cortex,27.764390730127086,-1.3317966608522303,53.73972090705208
Right_i6-8,glasser_cortex,34.77475102519039,9.157879320445225,58.95635618043351
Right_s6-8,glasser_cortex,21.980123902942694,18.46437790397522,60.1133195663397
Right_43,glasser_cortex,56.92636407532593,0.6265089328826654,9.966441332689522
Right_OP4,glasser_cortex,58.392206846321926,-11.479606700655498,15.705753823743628
Right_OP1,glasser_cortex,43.98250460405156,-18.92633517495396,19.986187845303867
Right_OP2-3,glasser_cortex,39.23122065727699,-12.630281690140846,18.741784037558684
Right_52,glasser_cortex,39.4449378330373,-18.762877442273535,0.9902309058614565
Right_RI,glasser_cortex,41.444700460829495,-29.789005924950626,19.460500329163924
Right_PFcm,glasser_cortex,49.31612258494337,-27.17221852098601,22.83910726182545
Right_PoI2,glasser_cortex,40.42510508215514,-0.13316774933129538,-0.18742835307604128
Right_TA2,glasser_cortex,51.484697272122425,1.8972055888223553,-5.253160345974718
Right_FOP4,glasser_cortex,38.71636240703178,14.816430020283976,8.243069641649763
Right_MI,glasser_cortex,37.066383257030736,12.573904512753433,2.292020928711576
Right_Pir,glasser_cortex,32.404522613065325,8.261306532663317,-18.469221105527637
Right_AVI,glasser_cortex,32.807504575960955,26.447528981086027,-3.0655887736424647
Right_AAIC,glasser_cortex,33.49329359165425,17.237704918032787,-10.938152011922504
Right_FOP1,glasser_cortex,47.49455337690632,4.395424836601308,6.234204793028322
Right_FOP3,glasser_cortex,34.81949458483754,8.353790613718411,12.048736462093864
Right_FOP2,glasser_cortex,40.96723646723647,-1.4458689458689458,15.782051282051283
Right_PFt,glasser_cortex,56.04605845881311,-21.192205491585472,40.28609388839681
Right_AIP,glasser_cortex,38.58990011098779,-38.444506104328525,45.665371809100996
Right_EC,glasser_cortex,21.076190476190476,-11.969642857142857,-28.96011904761905
Right_PreS,glasser_cortex,17.382213438735178,-32.38379446640316,-10.873913043478261
Right_H,glasser_cortex,26.958390804597702,-20.255402298850576,-17.604367816091955
Right_ProS,glasser_cortex,22.144644644644643,-49.0995995995996,3.383883883883884
Right_PeEc,glasser_cortex,30.57893438579181,-8.469166255550075,-34.13788850518007
Right_STGa,glasser_cortex,51.09175607001694,15.20807453416149,-17.270750988142293
Right_PBelt,glasser_cortex,57.18714285714286,-17.86642857142857,8.646428571428572
Right_A5,glasser_cortex,63.258370535714285,-13.324497767857142,-2.1484375
Right_PHA1,glasser_cortex,23.196202531645568,-34.33122362869198,-15.520393811533053
Right_PHA3,glasser_cortex,34.37248322147651,-36.39261744966443,-14.717002237136466
Right_STSda,glasser_cortex,53.22371638141809,-1.3973105134474328,-14.057864710676446
Right_STSdp,glasser_cortex,50.12387475538161,-26.485518590998044,-1.2542074363992173
Right_STSvp,glasser_cortex,58.45544346364019,-29.517234131988232,-4.03551912568306
Right_TGd,glasser_cortex,38.556179775280896,14.27013546151423,-34.728289404599394
Right_TE1a,glasser_cortex,60.35135477336034,-1.553431248417321,-24.249810078500886
Right_TE1p,glasser_cortex,62.11633700739846,-42.07300317076854,-12.151064472293523
Right_TE2a,glasser_cortex,55.715669755686605,-16.566891322662173,-29.93487784330244
Right_TF,glasser_cortex,41.82117089259946,-20.622448979591837,-28.51772830344259
Right_TE2p,glasser_cortex,48.55221843003413,-38.76552901023891,-20.027986348122866
Right_PHT,glasser_cortex,60.16257995735608,-54.82062899786781,-3.2790511727078893
Right_PH,glasser_cortex,48.60292431192661,-61.862098623853214,-11.03038990825688
Right_TPOJ1,glasser_cortex,54.987775061124694,-41.710268948655255,10.65916870415648
Right_TPOJ2,glasser_cortex,54.02537776055792,-56.970747772181326,8.39345215032933
Right_TPOJ3,glasser_cortex,44.46122059758424,-62.37412587412587,16.860457724094086
Right_DVT,glasser_cortex,21.721970554926386,-68.1466591166478,32.860702151755376
Right_PGp,glasser_cortex,42.75593220338983,-78.28329297820824,26.967070217917676
Right_IP2,glasser_cortex,43.06603773584906,-43.30862533692722,45.449865229110515
Right_IP1,glasser_cortex,35.833614153327716,-63.7346251053075,45.94734625105308
Right_IP0,glasser_cortex,34.35030395136778,-71.64437689969606,31.101823708206688
Right_PFop,glasser_cortex,62.810344827586206,-18.109549071618037,26.215649867374005
Right_PF,glasser_cortex,61.03906071019473,-29.670217640320732,37.66151202749141
Right_PFm,glasser_cortex,53.7593788266726,-47.02087275965713,44.200768117555384
Right_PGi,glasser_cortex,51.418102790910474,-57.435641299374716,26.38424584413604
Right_PGs,glasser_cortex,46.12864583333333,-66.61875,43.27135416666667
Right_V6A,glasser_cortex,23.88340486409156,-82.10801144492132,46.2997138769671
Right_VMV1,glasser_cortex,18.981179422835634,-54.80677540777917,-7.030740276035131
Right_VMV3,glasser_cortex,28.25146771037182,-58.99608610567515,-9.415851272015656
Right_PHA2,glasser_cortex,31.247191011235955,-34.140449438202246,-12.839887640449438
Right_V4t,glasser_cortex,50.41822429906542,-75.2196261682243,-0.5981308411214953
Right_FST,glasser_cortex,47.28812785388128,-63.66438356164384,-1.310958904109589
Right_V3CD,glasser_cortex,36.84032411820782,-82.16634890371783,14.971877979027646
Right_LO3,glasser_cortex,45.413246268656714,-75.72667910447761,11.777985074626866
Right_VMV2,glasser_cortex,27.75361512791991,-54.05617352614016,-5.561179087875417
Right_31pd,glasser_cortex,11.165133394664213,-51.99862005519779,37.79070837166513
Right_31a,glasser_cortex,6.718527315914489,-40.42874109263658,42.65914489311164
Right_VVC,glasser_cortex,29.31977186311787,-44.703041825095056,-17.66958174904943
Right_25,glasser_cortex,4.279605263157895,23.095394736842106,-12.62390350877193
Right_s32,glasser_cortex,5.306779661016949,36.25819209039548,-13.62316384180791
